,X1,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,time,stock,sub_vector,relation_vector,obj_vector
889,888,0.865006224,0.826235088,0.81041106,0.825176885,0.829909778,0.841224555,0.79924121,0.823855707,0.86058614,0.840402565,0.859602306,0.870510559,0.841229021,0.85639451,0.848634996,0.819146286,0.85311463,0.806256962,0.849307062,0.835114534,0.791714193,0.83853548,0.856135596,0.836500043,0.801075588,0.849101452,0.827536003,0.868763271,0.848398961,0.866821666,0.846428979,0.851347794,0.831537189,0.831357239,0.810890856,0.861021429,0.815560646,0.849002862,0.829490474,0.822160804,0.843204835,0.814606126,0.802721294,0.801949994,0.861141726,0.823309538,0.805061459,0.806771363,0.826263098,0.872791506,2020/4/2,1,White House stimulus funds,cover,uninsured
890,889,0.355762245,0.340829779,0.289090686,0.289351107,0.281770285,0.34712815,0.328902134,0.332723154,0.301741568,0.324670661,0.295649184,0.332852609,0.361396467,0.35753835,0.314881266,0.347954565,0.28893425,0.289680467,0.282944445,0.360643221,0.311233219,0.286995879,0.284032548,0.349776971,0.314775313,0.379249106,0.302125497,0.340844781,0.347010208,0.295955701,0.293784133,0.334105344,0.280284175,0.294824961,0.312343326,0.316085486,0.274734306,0.276917124,0.314882389,0.276230614,0.345414941,0.307401088,0.261439341,0.339927647,0.289791554,0.314998875,0.297940742,0.314139785,0.349235043,0.362058432,2020/5/14,1,Cory Gardner,joins,Josh Hawleys massive coronavirus jobs bill
891,890,0.081613458,0.065013013,0.028997875,-0.00653959,-0.012550975,0.061175583,0.061947173,0.039830047,0.019906892,-0.014649363,-0.015877645,0.050145113,0.062557703,0.084277996,-0.005907526,0.006933478,0.009494891,0.022085703,-0.007671082,0.045611312,0.005008022,0.024440593,-0.022302424,0.03884755,-0.027231366,0.059491193,0.013837607,0.011859854,0.058584815,-0.031174378,0.012365927,-0.010378045,-0.02568939,0.039677743,0.068881961,-0.011297808,0.030515065,-0.02163407,0.032280703,-0.021766174,0.069543184,0.019959497,-0.001934438,0.017367571,-0.009702536,0.022078456,-0.013961666,0.016944932,0.068660706,0.063769207,2020/4/9,1,Samantha Cotten,director for,Trump campaign
892,891,0.101157824,0.134225865,0.062422559,0.076758912,-0.017799072,0.123576076,0.110990344,0.09393389,0.007060425,0.003152332,0.030715291,0.063926324,0.070880017,0.098761652,-0.018170267,0.063563819,0.028010198,0.028171627,0.013875729,0.086405938,-0.065731915,0.039799749,0.052881788,0.059141822,-0.039482155,0.144060272,0.022332789,0.058225353,0.11740295,0.058091506,0.088608335,0.01065557,-0.002176662,0.063868887,0.059121036,0.002958443,0.018483841,-0.016825042,0.041723272,-0.029706797,0.0956591,0.073253869,0.021750723,0.0963053,0.012800335,0.037176452,-0.005370926,0.062377866,0.099099477,0.007221035,2020/5/5,1,Americans,been hit by,Covid 19
893,892,0.782013529,0.79821439,0.801474311,0.784608356,0.760603727,0.801250804,0.797352939,0.789386245,0.77873472,0.764263695,0.770704254,0.778000695,0.814874444,0.804843244,0.770345917,0.793854526,0.779764829,0.779591495,0.769981666,0.81462641,0.783584175,0.776637986,0.783576946,0.819276737,0.775064693,0.81743409,0.784550032,0.800890183,0.814978182,0.787019092,0.766294532,0.766100858,0.778776665,0.765815865,0.78164262,0.779877704,0.772980423,0.775477006,0.785385679,0.790069988,0.797207607,0.773547203,0.757417069,0.798727692,0.772364736,0.781223096,0.784642636,0.783446786,0.801675128,0.808386138,2020/4/2,1,Delay,may refocus,climate talks on coronavirus recovery
894,893,0.995939553,0.996013248,0.996128944,0.996040186,0.996168948,0.995852644,0.996065885,0.996129077,0.996040746,0.996324925,0.996164118,0.995991709,0.996046849,0.996045829,0.99609155,0.995983904,0.996085645,0.996247602,0.996260779,0.996153758,0.99637151,0.996081062,0.996044223,0.99608372,0.996243861,0.995916971,0.996148574,0.995917603,0.996096618,0.996090392,0.996114512,0.996162317,0.99619614,0.996023588,0.996120915,0.996256833,0.996160489,0.996178586,0.995978503,0.996099996,0.996067402,0.996168033,0.996190478,0.996073906,0.996061431,0.99608641,0.9961274,0.996144022,0.996008062,0.995800098,2020/4/23,0,House antitrust chairman,proposes merger ban during,pandemic
895,894,-0.085087471,0.008729241,-0.035816164,-0.028906668,-0.116796655,-0.092007691,-0.075385027,-0.036599225,-0.017772279,-0.092252353,-0.078062808,-0.136058455,0.011376471,0.019996901,-0.105329316,-0.029920525,-0.16499152,-0.034536695,-0.027163193,0.066243217,-0.066827775,-0.117912335,-0.001422841,-0.065416788,-0.133897513,0.031082864,-0.075453041,-0.090507823,0.006561237,-0.124867618,-0.068089291,-0.110254896,-0.100211168,-0.114838136,-0.03461722,-0.100296214,0.005164451,-0.082012488,-0.056638714,-0.135293443,-0.053748872,-0.045439103,-0.075708527,-0.098392766,-0.151312267,-0.17447928,-0.083283612,-0.087264412,-0.06069766,-0.058570342,2020/4/16,1,South Korean party,wins,vote
896,895,0.99719677,0.997071932,0.99722569,0.997237113,0.997274985,0.997047718,0.997203719,0.997257215,0.997170823,0.997363941,0.997325992,0.997249046,0.997093961,0.997072671,0.997215146,0.997102017,0.997185224,0.997366434,0.997203017,0.997059575,0.997200941,0.997196276,0.997217533,0.99704252,0.997324998,0.997005715,0.997244552,0.997129491,0.997197746,0.997172409,0.997279673,0.997279769,0.997181379,0.997157756,0.99717838,0.997169816,0.997293073,0.997306476,0.997095237,0.99719245,0.997051089,0.997233985,0.997362856,0.997244915,0.997191929,0.997174286,0.997193764,0.997224094,0.997126292,0.996991301,2020/5/6,0,Its 12 p.m.,is in,London
897,896,0.203294127,0.230632311,0.191112802,0.162886194,0.145378442,0.2350977,0.192203804,0.160594215,0.19865439,0.179344841,0.14869814,0.19093637,0.214500138,0.195874064,0.156913575,0.190638982,0.186065395,0.170427697,0.155198564,0.229467442,0.141489838,0.164782158,0.193253006,0.196943346,0.127807627,0.230075334,0.148094421,0.182277358,0.218970941,0.191912814,0.15201727,0.184972501,0.130542114,0.205041349,0.198185614,0.195176662,0.157298236,0.151661235,0.169319317,0.175313344,0.21448362,0.200450575,0.146981075,0.194971556,0.151360485,0.197753476,0.192173236,0.181095153,0.220525862,0.199732898,2020/4/7,0,Schiff,says,acting DNI Grenell intel community
898,897,0.995939553,0.996013248,0.996128944,0.996040186,0.996168948,0.995852644,0.996065885,0.996129077,0.996040746,0.996324925,0.996164118,0.995991709,0.996046849,0.996045829,0.99609155,0.995983904,0.996085645,0.996247602,0.996260779,0.996153758,0.99637151,0.996081062,0.996044223,0.99608372,0.996243861,0.995916971,0.996148574,0.995917603,0.996096618,0.996090392,0.996114512,0.996162317,0.99619614,0.996023588,0.996120915,0.996256833,0.996160489,0.996178586,0.995978503,0.996099996,0.996067402,0.996168033,0.996190478,0.996073906,0.996061431,0.99608641,0.9961274,0.996144022,0.996008062,0.995800098,2020/5/4,1,Biden,has fought before,pandemic
899,898,-0.026158877,-0.013658138,-0.104418283,-0.115587846,-0.11726109,0.000842543,-0.102373719,-0.056045277,-0.034188868,-0.119706427,-0.0862897,-0.07987145,-0.068259564,0.042381678,-0.134892329,-0.107018873,-0.128792576,-0.119672549,-0.122688836,-0.026062269,-0.0892798,-0.076076798,-0.083198304,-0.035620336,-0.163808596,0.056094939,-0.04443994,-0.053785607,-0.007939391,-0.039466662,-0.027566992,-0.129443722,-0.120299828,-0.071644165,-0.03958684,-0.081679884,-0.07495302,-0.124826469,-0.094288892,-0.075760096,0.008731814,-0.064971129,-0.07444051,-0.076051318,-0.088879109,-0.097588922,-0.136606856,-0.075992352,0.005746938,-0.058500795,2020/5/26,1,North Carolina,throws,convention threat
900,899,0.052576347,0.039628811,-0.021332723,-0.027417704,-0.016816084,0.025661429,0.042738282,0.037733622,-0.039178763,-0.011490493,-0.077097581,-0.011934842,-0.030696734,0.079773351,-0.048529079,0.072807939,-0.067881451,0.007486284,-0.036817433,0.061246964,0.01849535,0.010941624,-0.033720289,0.025200374,0.038137541,0.122196375,-0.036628688,0.033968776,0.062787096,-0.014763944,-0.043901465,-0.070594212,-0.056536549,-0.007813162,0.006233587,-0.066805021,-0.053116298,-0.095500314,-0.00833874,-0.028989671,0.043848864,0.03531868,-0.027999137,0.055586014,-0.090674479,-0.032774835,0.016484876,0.038197226,0.091257087,-0.022854062,2020/5/18,1,Europes bid,beat,coronavirus
901,900,0.043878465,0.04300982,-0.047710218,-0.019635587,-0.051119891,0.032800363,0.04023049,0.013302139,-0.01724365,0.015070472,-0.027440466,0.033300518,0.020714193,0.067440701,-0.036526627,0.052502152,-0.032367064,-0.001930115,0.005532704,0.077994148,0.017939783,-0.02544921,-0.042495536,0.020791365,-0.026458502,0.093565933,-0.006148621,0.034227692,0.125946129,0.015504224,-0.003275029,0.000252509,-0.054369959,-0.009095565,-0.018933012,-0.041965982,-0.024039395,-0.071022234,0.001709718,-0.027650623,0.030573207,0.04891932,-0.016515599,0.032853759,-0.014752536,-0.029846297,-0.034508642,0.001461472,0.085721798,0.02180718,2020/3/19,1,Trump,touts,coronavirus drugs
902,901,0.022932208,-0.00567292,-0.035761012,-0.051048644,0.046264465,0.021291048,0.012217465,0.049741407,0.012117141,0.054867727,-0.029221069,0.087038626,-0.01344995,0.053037325,-0.019116848,-0.010879848,-0.011174034,0.031304392,-0.00273204,0.045279403,-0.04793023,0.019096513,-0.056496624,-0.015867554,0.029098194,0.027574702,-0.020516853,0.039332047,0.005449186,-0.033259139,-0.021784296,0.053857134,-0.031700608,0.043282008,0.012674357,-0.018830645,-0.043800325,-0.049021544,-0.020517379,-0.028529625,0.03061796,0.012383948,-0.043949437,0.018994693,-0.068528815,-0.033805658,-0.023126831,-0.011663089,0.057225696,0.062731117,2020/5/19,0,David Marin,head of,government affairs
903,902,0.24473025,0.277146336,0.199392067,0.20986544,0.175845164,0.245538694,0.230292764,0.229169798,0.201827021,0.201512108,0.158322582,0.203499776,0.229709717,0.287028385,0.177698139,0.252520458,0.214673517,0.215672104,0.164375545,0.301916319,0.248455578,0.227229647,0.198152232,0.299559705,0.187657185,0.305260622,0.18669088,0.2618322,0.275556817,0.182877795,0.207622693,0.189201689,0.205572818,0.219632029,0.225022431,0.190039481,0.142901163,0.171964787,0.167044247,0.195344857,0.289113341,0.244270004,0.209470076,0.240334887,0.168750199,0.257822587,0.229669471,0.189217554,0.241448922,0.258202902,2020/4/24,1,British ambassador,urges,U.S. U.K. trade negotiations
904,903,0.513729913,0.53989127,0.469784086,0.451029839,0.50752925,0.517069747,0.525061073,0.492982995,0.48741293,0.476759935,0.445954495,0.443759309,0.475807796,0.45428249,0.466552211,0.522487178,0.442888808,0.470386568,0.431927203,0.509322977,0.453334088,0.416988815,0.469870378,0.522658482,0.494553614,0.580630744,0.473185183,0.510581493,0.530517063,0.534345455,0.476551591,0.388619964,0.431340744,0.454023826,0.478620465,0.532900506,0.498432088,0.452160838,0.518791876,0.457689132,0.520315227,0.496330232,0.451605832,0.530368762,0.437216191,0.469708751,0.526909537,0.568162669,0.522216741,0.546003573,2020/6/5,1,more politics,distrust to,coronavirus science
905,904,0.131654782,0.08174755,0.12937538,0.078340523,0.028438253,0.128316506,0.092217272,0.111875491,0.017069363,0.062192306,0.001116934,0.071343488,0.138952289,0.168313918,0.044227738,0.025698994,0.044505322,0.079616292,0.054441592,0.114753678,0.048798289,0.032024542,0.110297737,0.120779923,0.079126853,0.235872883,0.088242798,0.09844289,0.110760523,0.038205798,0.034672359,-0.008973674,-0.002416414,0.06457171,0.088726035,0.072057542,0.059960211,0.047626694,0.116079385,0.015094557,0.114116774,0.078238673,-0.004864233,0.104640905,0.016800231,0.025612968,0.100895203,0.127428879,0.118344829,0.066304869,2020/5/6,0,Brazil,sees spike in,coronavirus cases
906,905,0.182604721,0.244591932,0.263243117,0.267723104,0.266128589,0.281190835,0.246556688,0.193379041,0.270983697,0.178421659,0.036544883,0.275840027,0.221152933,0.240945564,0.18909785,0.218345005,0.269056009,0.19063553,0.222109364,0.276386729,0.161690948,0.260922568,0.191891834,0.184883909,0.183401683,0.271702243,0.285008991,0.169520312,0.204588318,0.100545377,0.194552565,0.138670606,0.304723505,0.259666476,0.287270529,0.236281657,0.144256411,0.223819955,0.211437072,0.165172765,0.271037877,0.25778465,0.131187599,0.312196124,0.17643351,0.204707205,0.136163701,0.21373821,0.25093078,0.195510242,2020/6/17,0,Trudeau,put,Canada
907,906,0.230242926,0.211765075,0.146343153,0.149200072,0.13229264,0.211708868,0.210579004,0.19124995,0.178795961,0.164970354,0.146601766,0.187810286,0.2277711,0.248047374,0.174427158,0.193928561,0.154670095,0.132440586,0.141133744,0.207570039,0.168755837,0.189484296,0.172058864,0.220808238,0.171750024,0.249056809,0.170245337,0.203218094,0.189160507,0.14342343,0.195007183,0.154173451,0.157362138,0.194229297,0.207435693,0.144242883,0.13241615,0.126784613,0.174907425,0.130418072,0.250842868,0.17313002,0.155179915,0.194751176,0.136995532,0.166578488,0.170073349,0.171191597,0.201884107,0.217331695,2020/3/11,0,Coronavirus,adds stress to,health record keeping
908,907,0.99719677,0.997071932,0.99722569,0.997237113,0.997274985,0.997047718,0.997203719,0.997257215,0.997170823,0.997363941,0.997325992,0.997249046,0.997093961,0.997072671,0.997215146,0.997102017,0.997185224,0.997366434,0.997203017,0.997059575,0.997200941,0.997196276,0.997217533,0.99704252,0.997324998,0.997005715,0.997244552,0.997129491,0.997197746,0.997172409,0.997279673,0.997279769,0.997181379,0.997157756,0.99717838,0.997169816,0.997293073,0.997306476,0.997095237,0.99719245,0.997051089,0.997233985,0.997362856,0.997244915,0.997191929,0.997174286,0.997193764,0.997224094,0.997126292,0.996991301,2020/5/5,1,Its past 8 a.m.,is in,London
909,908,-0.001604136,0.061137088,0.038524171,-0.018195787,-0.009379413,0.070315292,0.004043974,0.009205828,-0.029226739,0.053884485,-0.012080418,0.066755621,0.020009567,0.03259721,-0.021514569,-0.000115768,-0.036071927,0.015979405,-0.042653676,0.056567141,-0.04035193,-0.025844047,0.032452272,-0.002778878,0.004048336,0.103243438,-0.018303311,0.063546189,-0.003385736,-0.029848085,-0.006133706,-0.015774793,-0.055551311,-0.013591552,-0.031719771,0.030059695,-0.04420589,-0.031091483,-0.029405291,-0.03034682,0.113733083,0.043505016,-0.016953113,0.031559977,-0.015645716,0.00027308,0.005230324,0.046100073,0.054800966,-0.023984393,2020/5/18,1,Pentagon,weighs,2 options
910,909,-0.017872482,0.035934596,-0.045749588,0.018873873,-0.010643627,0.040329108,-0.021381097,0.012428378,0.055059807,0.02811222,0.003166375,0.016945484,0.054973858,0.001800259,-0.096661537,-0.022764138,0.012668444,0.018069193,-0.013251802,-0.003483251,-0.110145044,0.034159484,0.057801082,-0.009218626,0.007844758,0.117646798,0.001142687,0.001846032,0.03311365,-0.010886585,-0.071915091,-0.013333055,0.032214981,0.009471479,-0.050779813,0.007573633,-0.017058227,-0.044226656,-0.006000367,-0.094708211,-0.054442566,-0.043072224,-0.029430708,-0.007220436,0.061521462,-0.069811929,0.023372458,-0.03864915,0.032301023,0.045070438,2020/4/21,0,Simplest Way,Avoid Wisconsin Style Fiasco on,Election Day
911,910,0.001678858,0.036627674,-0.065019532,-0.06784291,-0.089504873,0.040545264,-0.048688284,-0.036518462,-0.032072046,-0.001188981,-0.033439737,-0.011930748,-0.007074365,-0.013544419,-0.029453003,0.046791037,-0.062147418,-0.050165481,-0.033783348,-0.013480288,-0.091325865,-0.037772424,-0.030359163,-0.043501979,-0.0979176,-0.054680056,-0.018372719,-0.016733161,0.041010141,-0.045234162,-0.027008777,-0.003397167,-0.05932325,-0.042819573,-0.042374321,-0.075370523,-0.033522259,-0.09275399,-0.063961936,-0.030081724,-0.014880568,-0.047694517,-0.058460162,-0.011182565,-0.05192567,0.017282822,-0.038330034,-0.014200563,0.02535377,0.012541914,2020/3/17,1,We,are looking immediately at,sending checks
912,911,-0.096808258,-0.062754083,-0.060273351,-0.066672469,-0.106171839,-0.033625913,-0.071423437,-0.052449356,-0.086564954,-0.078473517,-0.082871841,-0.084033182,-0.009012843,-0.030122272,-0.092333793,-0.094462148,-0.147792981,-0.052351584,-0.165625778,-0.006590189,-0.064154664,-0.077182561,-0.085000585,-0.017391565,-0.096816072,-0.000510122,-0.043178155,-0.10843408,-0.045732897,-0.095078056,-0.078044847,-0.059148283,-0.140790635,-0.09867281,-0.038305508,-0.101262108,-0.098385602,-0.103362025,-0.100569276,-0.056238714,-0.079639627,-0.067144516,-0.106177723,-0.003437754,-0.114747475,-0.065055095,-0.076146949,-0.079491492,-0.000905841,-0.119333663,2020/5/8,1,Japan,extends,state
913,912,0.052576347,0.039628811,-0.021332723,-0.027417704,-0.016816084,0.025661429,0.042738282,0.037733622,-0.039178763,-0.011490493,-0.077097581,-0.011934842,-0.030696734,0.079773351,-0.048529079,0.072807939,-0.067881451,0.007486284,-0.036817433,0.061246964,0.01849535,0.010941624,-0.033720289,0.025200374,0.038137541,0.122196375,-0.036628688,0.033968776,0.062787096,-0.014763944,-0.043901465,-0.070594212,-0.056536549,-0.007813162,0.006233587,-0.066805021,-0.053116298,-0.095500314,-0.00833874,-0.028989671,0.043848864,0.03531868,-0.027999137,0.055586014,-0.090674479,-0.032774835,0.016484876,0.038197226,0.091257087,-0.022854062,2020/1/27,0,Trumps market rally,gets walloped by,coronavirus
914,913,-0.031669391,-0.016027,-0.025380106,-0.087956367,-0.040870743,-0.025846474,-0.0212804,0.016133145,-0.04206327,-0.024631555,-0.125175788,-0.040827012,0.033144201,-0.059826712,-0.019952034,-0.097070813,-0.051089911,-0.047488252,-0.074753015,0.045259785,0.013087756,-0.08639977,-0.028681902,-0.01858348,-0.067818956,-0.001493132,-0.004551187,-0.007482924,-0.057203597,-0.137409214,-0.113452445,0.031810686,-0.128508853,0.034717799,0.037037386,-0.090620502,-0.022149645,-0.109892801,-0.066073074,-0.01697964,0.082293828,-0.123111092,-0.00083268,-0.038218234,-0.056797511,-0.009117868,-0.054254804,0.053207498,-0.038293783,-0.085437557,2020/6/4,0,CDC head,apologizes for,lack
915,914,0.307285022,0.307530723,0.316829393,0.299860878,0.28517415,0.334867724,0.330988816,0.253055675,0.307448123,0.234634155,0.268579431,0.293639714,0.382635891,0.344991803,0.186717956,0.308351614,0.252340024,0.292292361,0.263090564,0.36804465,0.314384709,0.276312898,0.297344682,0.322549956,0.234552797,0.405760765,0.254214874,0.284234502,0.348574588,0.322728062,0.238394294,0.227625145,0.251410281,0.291714339,0.321144969,0.259247037,0.268697941,0.256880253,0.295457092,0.248164422,0.392972299,0.29666526,0.273202123,0.304433199,0.238863354,0.242030685,0.319201234,0.325812053,0.372445396,0.337254116,2020/1/28,1,best public health minds,know about,Wuhan coronavirus
916,915,0.786149235,0.796964551,0.782942084,0.773957825,0.771284685,0.796351331,0.792769298,0.780032653,0.791405629,0.77123139,0.774613687,0.776407522,0.806472554,0.810697557,0.776608656,0.80740173,0.787633197,0.775333485,0.777389698,0.811101269,0.785203893,0.792211717,0.781940898,0.809124825,0.769177071,0.804277982,0.773888046,0.798935579,0.796036887,0.783344761,0.771119788,0.773686519,0.778888999,0.7818838,0.78338876,0.786650813,0.765139035,0.76811612,0.787333622,0.796643518,0.803875258,0.792570699,0.770239356,0.802319034,0.785436379,0.790171556,0.801315818,0.77205935,0.796489094,0.819751526,2020/4/14,1,IMF,predicts,contraction on par
917,916,0.082910905,0.066268044,0.031946717,-0.024203791,-0.00023832,0.087385072,0.055159063,0.015831443,0.049733521,0.05813023,-0.000828076,0.050047206,0.04443993,0.110022211,-0.051423875,0.035888255,-0.025239139,0.061224373,0.010432799,0.052982825,-0.047878236,-0.00700261,0.034693284,0.043684252,0.011532494,0.150100329,0.006414973,0.000409096,0.060881137,0.006275964,-0.050480522,0.013536143,-0.05253356,0.017259696,0.016336362,-0.014069607,-0.00044338,0.017224009,0.020179925,-0.01338232,0.044037632,-0.027343763,0.008203315,0.055398583,0.006196165,-0.004260138,0.016813852,0.004075383,0.099378762,0.078687391,2020/6/2,1,Vague testing guidance,hinders,business reopenings
918,917,0.693924159,0.699191763,0.695906164,0.673730703,0.675791535,0.700733256,0.697593319,0.681446358,0.683745185,0.672802155,0.684273172,0.694192726,0.705546722,0.684190953,0.694667645,0.701392318,0.673262579,0.672121118,0.674128652,0.707526675,0.694625044,0.65420651,0.666747477,0.700401101,0.668914336,0.714726894,0.669767347,0.676408484,0.699198635,0.675821252,0.674036685,0.673584106,0.671021815,0.694010017,0.693019571,0.67640081,0.648681742,0.664071895,0.696335818,0.659099765,0.711985546,0.678979767,0.653247962,0.693131509,0.681916808,0.671557002,0.653964116,0.671611323,0.703232863,0.729088495,2020/2/25,0,Coronavirus,triggers,bipartisan backlash against Trump
919,918,0.91655685,0.910812997,0.909213076,0.913048383,0.916474299,0.923650988,0.913006734,0.917755655,0.915821754,0.907027027,0.911038555,0.912963755,0.920497465,0.919058523,0.908879416,0.916589882,0.906376268,0.909594942,0.90964002,0.912137421,0.90426883,0.911418532,0.914173691,0.919227255,0.907681808,0.920209264,0.912544836,0.912358822,0.912348225,0.917288128,0.911184333,0.9074052,0.911541115,0.915867312,0.916913881,0.914346291,0.904514162,0.904959028,0.91957815,0.909197274,0.923258092,0.912608619,0.909820349,0.912600009,0.921889325,0.909992586,0.908431174,0.907907163,0.92213265,0.925287281,2020/5/19,0,Biden campaign,pressed on,Latina VP prospects
920,919,0.436805862,0.414125123,0.398602987,0.381532876,0.381917202,0.435095049,0.415458948,0.411484783,0.394369143,0.386557612,0.375665687,0.417488208,0.444880963,0.418447434,0.397777378,0.417951073,0.376508861,0.3808775,0.371192008,0.435495704,0.377744197,0.382868023,0.377546618,0.444136116,0.389574131,0.471543911,0.400325405,0.425266211,0.418587233,0.386485011,0.38611267,0.369824724,0.381968516,0.402254252,0.40896917,0.402621148,0.360102182,0.35324711,0.412883731,0.35827966,0.437105822,0.397242237,0.367912368,0.428085874,0.380555613,0.374758577,0.375471219,0.393500718,0.44625223,0.457703126,2020/5/18,1,Judge,tosses,coronavirus restrictions by Oregon governor
921,920,-0.044568607,0.059516846,-0.009358771,-0.030571516,-0.036989018,0.059237327,0.036918461,0.027544787,-0.019703536,-0.002963417,-0.046403077,-0.007639459,-0.015429438,0.051899208,-0.095182485,0.020916334,-0.071796638,-0.038121983,-0.053664534,0.054939628,-0.099837791,-0.078776843,0.002317355,0.001491983,-0.114289128,0.047516529,-0.037665327,0.018969748,0.028986737,-0.00055993,-0.005591232,-0.070145814,-0.135643683,-0.022803343,-0.014959904,0.023299811,-0.089895256,-0.07539974,0.006502133,-0.093375728,0.050114267,0.016128107,-0.068574689,-0.010023535,-0.071664861,-0.025170776,-0.000396894,-0.05779923,0.035843606,-0.021616735,2020/3/11,0,DeVos,rebuked over,student debt relief
922,921,0.074390728,0.104171864,-4.68E-05,0.006200076,0.019828085,0.09965076,0.038159629,0.055820577,0.052319555,0.062821769,0.018003867,0.096938121,0.109131248,0.085528452,0.007049239,0.038426954,0.049565108,-0.003052311,0.024756793,0.065941269,0.000747301,0.051101337,0.041568118,0.089198214,-0.0216276,0.097172458,0.045383359,0.058043072,0.111289685,0.037530203,0.049386727,0.058168765,0.017863756,0.058757333,0.083537693,0.048813352,0.044987902,-0.008275017,0.042242767,0.009194829,0.071873073,0.053578201,0.001912668,0.053618146,0.034754443,0.071509393,0.039008481,0.037455569,0.073915428,0.091747557,2020/6/2,1,Divided Senate,confirms,former Trump counsel
923,922,0.113708222,0.112063506,0.13801749,0.077431044,0.088098217,0.172073325,0.121455333,0.167284324,0.094904667,0.064274975,0.082437119,0.175369154,0.144370058,0.127794526,0.079773495,0.109204902,0.02324319,0.107076901,0.098789574,0.203821738,0.070127823,0.064299119,0.055740171,0.069952539,0.08596642,0.192788301,0.072274762,0.11073976,0.12488574,0.044030434,0.096733588,0.11637539,0.045804198,0.083197865,0.111884358,0.101382289,0.019841479,0.019281528,0.100629775,0.033742507,0.196387486,0.123203644,0.038713465,0.212569311,0.077056993,0.112492869,0.065323611,0.155280415,0.160844055,0.066361286,2020/5/4,1,World leaders,pledge,$ 8 billion
924,923,0.679402571,0.68636237,0.65824194,0.632765996,0.642809953,0.699916983,0.673113048,0.655953096,0.67006501,0.648898266,0.643049982,0.678712205,0.694237808,0.693052012,0.648078483,0.678574611,0.656302463,0.651200146,0.64922031,0.701986369,0.673524445,0.660451837,0.653321052,0.686863658,0.64432078,0.699071343,0.661175293,0.681035761,0.6788618,0.656244507,0.650000248,0.641032645,0.653646519,0.656967023,0.672260109,0.666724659,0.630197003,0.629483914,0.66250064,0.64840692,0.710560487,0.661948697,0.629276156,0.684011776,0.653639492,0.667588032,0.678192835,0.656355007,0.693291689,0.714589203,2020/5/1,0,Expert report,predicts up to,two more years of pandemic misery
925,924,0.093528043,0.144405007,0.12457514,0.092546054,0.075311102,0.096849033,0.102949507,0.125858016,0.040371032,0.065702161,0.134373417,0.065817726,0.096885284,0.061299425,0.049272888,0.202741313,0.085360157,0.056630297,0.044678611,0.11164928,0.07177281,0.087944198,0.094593731,0.11712434,0.06038896,0.137817579,0.022760107,0.130282801,0.10000911,0.069420393,0.09730927,0.035016361,0.047941169,0.125299523,0.102502295,0.008264227,0.047143316,-0.028581941,0.095027608,0.076255469,0.123829073,0.095038219,0.115302924,0.125826624,0.023065454,0.110477991,0.012050163,0.05886633,0.127459778,0.090374842,2020/4/2,1,Italys future,is in,German hands
926,925,0.151682146,0.219514858,0.153303076,0.157884245,0.131003169,0.229269905,0.165486261,0.178771756,0.142635451,0.118160229,0.130261889,0.180040293,0.228285376,0.179690313,0.129276007,0.188182794,0.124560213,0.131788906,0.117776371,0.215363574,0.11733881,0.151982961,0.165005654,0.205797095,0.132771454,0.226877115,0.132957992,0.189565317,0.210230375,0.155807104,0.167194613,0.125419592,0.112264915,0.168218317,0.198678831,0.180084119,0.138382713,0.086960918,0.152928163,0.109570761,0.186667931,0.200758989,0.131762269,0.184297944,0.146027151,0.181372512,0.144535656,0.151803843,0.189563881,0.182536391,2020/3/4,1,I,miss,it
927,926,-0.066732483,0.067072587,-0.009258417,-0.045380541,-0.015797831,-0.048702031,-0.111738627,-0.093170312,-0.058779268,-0.076099749,-0.036330014,-0.019545091,-0.001973662,0.03079936,-0.095638043,-0.001123183,-0.060206327,-0.055965493,-0.045370901,0.091345445,0.033050994,0.041198573,-0.062169934,-9.73E-05,-0.124712242,0.113920168,-0.095536508,-0.078605025,0.030450794,0.00424865,0.067352602,0.001188723,-0.002042543,-0.096846173,0.013047271,-0.031219144,-0.068870833,-0.161885333,-0.056779544,-0.019680975,0.015813343,0.036822321,-0.016646546,0.041470308,-0.057329279,-0.000289984,-0.104936715,-0.105183538,0.003565773,-0.082258514,2020/3/16,0,you,just call out,military
928,927,-0.000894078,0.007012512,-0.061353514,-0.038125015,-0.028842304,0.010480335,-0.030051544,-0.042088139,-0.004028546,0.004001272,-0.025675065,-0.000321562,-0.006543,0.015640572,-0.01831628,-0.050014294,-0.030273597,-0.03001383,0.002734746,-0.015496075,-0.020355594,-0.042395159,-0.021109445,-0.035220283,-0.031884379,0.027047855,-0.006733355,-0.02340617,0.01760398,-0.03572515,-0.014926515,-0.017336751,-0.044084136,-0.043369466,-0.016188866,-0.009903674,0.009429674,-0.023663795,-0.020821286,-0.043592706,0.047340445,-0.042066792,-0.048030132,-0.013762763,-0.006164197,-0.041432489,-0.039873555,0.022875873,0.000291686,-0.005061931,2020/4/23,0,Canadas ambassador,learns,art
